group	human_source	cage_id	mouse_id	mouse_sex	mouse_DOB	mouse_age_d	mouse_age_wk	day	cdiff_strain	date	sample_type	cdiff_cfu	nextDayCFU_colon	nextDayCFU_any	weight_grams	percent_weightLoss	file
IN3-2336-D1	DA00953	IN3	2336	f	5/18/12	61	8.71	1	431	7/18/12	stool	0	140000	140000	20	87.71929825	20120717_GF_cfu.xlsx
IN3-2336-D10	DA00953	IN3	2336	f	5/18/12	70	10.00	10	431	7/27/12	stool	2500000	NA	NA	20.8	91.22807018	20120717_GF_cfu.xlsx
IN3-2336-D2	DA00953	IN3	2336	f	5/18/12	62	8.86	2	431	7/19/12	stool	140000	6900	6900	21.5	94.29824561	20120717_GF_cfu.xlsx
IN3-2336-D3	DA00953	IN3	2336	f	5/18/12	63	9.00	3	431	7/20/12	stool	6900	NA	NA	22.2	97.36842105	20120717_GF_cfu.xlsx
IN3-2336-D4	DA00953	IN3	2336	f	5/18/12	64	9.14	4	431	7/21/12	stool	NA	23000000	23000000	20	87.71929825	20120717_GF_cfu.xlsx
IN3-2336-D5	DA00953	IN3	2336	f	5/18/12	65	9.29	5	431	7/22/12	stool	23000000	62500000	62500000	21	92.10526316	20120717_GF_cfu.xlsx
IN3-2336-D6	DA00953	IN3	2336	f	5/18/12	66	9.43	6	431	7/23/12	stool	62500000	350000	350000	22	96.49122807	20120717_GF_cfu.xlsx
IN3-2336-D7	DA00953	IN3	2336	f	5/18/12	67	9.57	7	431	7/24/12	stool	350000	57100000	57100000	21.8	95.61403509	20120717_GF_cfu.xlsx
IN3-2336-D8	DA00953	IN3	2336	f	5/18/12	68	9.71	8	431	7/25/12	stool	57100000	200000000	200000000	20.6	90.35087719	20120717_GF_cfu.xlsx
IN3-2336-D9	DA00953	IN3	2336	f	5/18/12	69	9.86	9	431	7/26/12	stool	200000000	2500000	2500000	20.9	91.66666667	20120717_GF_cfu.xlsx
IN3-NT-D0	DA00953	IN3	NT	f	5/18/12	60	8.57	0	431	7/17/12	stool	0	0	0	22.2	100	20120717_GF_cfu.xlsx
IN3-NT-D1	DA00953	IN3	NT	f	5/18/12	61	8.71	1	431	7/18/12	stool	0	0	0	18.5	83.33333333	20120717_GF_cfu.xlsx
IN3-NT-D10	DA00953	IN3	NT	f	5/18/12	70	10.00	10	431	7/27/12	stool	3000000	NA	NA	19.7	88.73873874	20120717_GF_cfu.xlsx
IN3-NT-D2	DA00953	IN3	NT	f	5/18/12	62	8.86	2	431	7/19/12	stool	0	2000	2000	18.1	81.53153153	20120717_GF_cfu.xlsx
IN3-NT-D3	DA00953	IN3	NT	f	5/18/12	63	9.00	3	431	7/20/12	stool	2000	3000000	3000000	19.5	87.83783784	20120717_GF_cfu.xlsx
IN3-NT-D4	DA00953	IN3	NT	f	5/18/12	64	9.14	4	431	7/21/12	stool	3000000	200000000	200000000	19	85.58558559	20120717_GF_cfu.xlsx
IN3-NT-D5	DA00953	IN3	NT	f	5/18/12	65	9.29	5	431	7/22/12	stool	200000000	65000000	65000000	18.5	83.33333333	20120717_GF_cfu.xlsx
IN3-NT-D6	DA00953	IN3	NT	f	5/18/12	66	9.43	6	431	7/23/12	stool	65000000	2200000	2200000	19.4	87.38738739	20120717_GF_cfu.xlsx
IN3-NT-D7	DA00953	IN3	NT	f	5/18/12	67	9.57	7	431	7/24/12	stool	2200000	100000000	100000000	22.7	102.2522523	20120717_GF_cfu.xlsx
IN3-NT-D8	DA00953	IN3	NT	f	5/18/12	68	9.71	8	431	7/25/12	stool	100000000	390000000	390000000	19.5	87.83783784	20120717_GF_cfu.xlsx
IN3-NT-D9	DA00953	IN3	NT	f	5/18/12	69	9.86	9	431	7/26/12	stool	390000000	3000000	3000000	19	85.58558559	20120717_GF_cfu.xlsx
INA-2056-D-7	DA01245	INA	2056	m	3/10/12	73	10.43	-7	none	5/22/12	stool	0	0	0	NA	NA	20120529_infectionCFS_round1.xls
INA-2056-D0	DA01245	INA	2056	m	3/10/12	80	11.43	0	431	5/29/12	stool	0	NA	NA	22.9	100	20120529_infectionCFS_round1.xls
INA-2056-D1	DA01245	INA	2056	m	3/10/12	81	11.57	1	431	5/30/12	stool	NA	NA	115000000	21.5	93.88646288	20120529_infectionCFS_round1.xls
INA-2056C-D2	DA01245	INA	2056	m	3/10/12	82	11.71	2	431	5/31/12	cecum	115000000	NA	NA	17	74.23580786	20120529_infectionCFS_round1.xls
INA-2064-D-7	DA01245	INA	2064	m	3/10/12	73	10.43	-7	none	5/22/12	stool	0	0	0	NA	NA	20120529_infectionCFS_round1.xls
INA-2064-D0	DA01245	INA	2064	m	3/10/12	80	11.43	0	431	5/29/12	stool	0	46000000	46000000	24.9	100	20120529_infectionCFS_round1.xls
INA-2064-D1	DA01245	INA	2064	m	3/10/12	81	11.57	1	431	5/30/12	stool	46000000	140000000	140000000	24.1	96.78714859	20120529_infectionCFS_round1.xls
INA-2064-D2	DA01245	INA	2064	m	3/10/12	82	11.71	2	431	5/31/12	stool	140000000	NA	NA	18.5	74.29718876	20120529_infectionCFS_round1.xls
INA-2064C-D2	DA01245	INA	2064	m	3/10/12	82	11.71	2	431	5/31/12	cecum	36400000	NA	NA	18.5	74.29718876	20120529_infectionCFS_round1.xls
INA-NT-D-7	DA01245	INA	NT	m	3/10/12	73	10.43	-7	none	5/22/12	stool	0	0	0	NA	NA	20120529_infectionCFS_round1.xls
INA-NT-D0	DA01245	INA	NT	m	3/10/12	80	11.43	0	431	5/29/12	stool	0	10250000	10250000	20.2	100	20120529_infectionCFS_round1.xls
INA-NT-D1	DA01245	INA	NT	m	3/10/12	81	11.57	1	431	5/30/12	stool	10250000	NA	295000000	20.2	100	20120529_infectionCFS_round1.xls
INA-NTC-D2	DA01245	INA	NT	m	3/10/12	82	11.71	2	431	5/31/12	cecum	295000000	NA	NA	17	84.15841584	20120529_infectionCFS_round1.xls
LINE-188-D0	DA01146	LINE	188	f	7/16/12	71	10.14	0	431	9/25/12	stool	0	48000000	48000000	19	100	20120925_GF_CFUweights.xlsx
LINE-188-D1	DA01146	LINE	188	f	7/16/12	72	10.29	1	431	9/26/12	stool	48000000	159000000	159000000	22	115.7894737	20120925_GF_CFUweights.xlsx
LINE-188-D10	DA01146	LINE	188	f	7/16/12	81	11.57	10	431	10/5/12	stool	480000000	NA	NA	21.5	113.1578947	20120925_GF_CFUweights.xlsx
LINE-188-D2	DA01146	LINE	188	f	7/16/12	73	10.43	2	431	9/27/12	stool	159000000	560000000	560000000	21	110.5263158	20120925_GF_CFUweights.xlsx
LINE-188-D3	DA01146	LINE	188	f	7/16/12	74	10.57	3	431	9/28/12	stool	560000000	160000000	160000000	20	105.2631579	20120925_GF_CFUweights.xlsx
LINE-188-D4	DA01146	LINE	188	f	7/16/12	75	10.71	4	431	9/29/12	stool	160000000	113000000	113000000	19.5	102.6315789	20120925_GF_CFUweights.xlsx
LINE-188-D5	DA01146	LINE	188	f	7/16/12	76	10.86	5	431	9/30/12	stool	113000000	560000000	560000000	21	110.5263158	20120925_GF_CFUweights.xlsx
LINE-188-D6	DA01146	LINE	188	f	7/16/12	77	11.00	6	431	10/1/12	stool	560000000	256000000	256000000	21.4	112.6315789	20120925_GF_CFUweights.xlsx
LINE-188-D7	DA01146	LINE	188	f	7/16/12	78	11.14	7	431	10/2/12	stool	256000000	282000000	282000000	NA	NA	20120925_GF_CFUweights.xlsx
LINE-188-D8	DA01146	LINE	188	f	7/16/12	79	11.29	8	431	10/3/12	stool	282000000	580000000	580000000	21.2	111.5789474	20120925_GF_CFUweights.xlsx
LINE-188-D9	DA01146	LINE	188	f	7/16/12	80	11.43	9	431	10/4/12	stool	580000000	480000000	480000000	22.5	118.4210526	20120925_GF_CFUweights.xlsx
LINE-978-D0	DA01146	LINE	978	f	8/3/12	53	7.57	0	431	9/25/12	stool	0	283000000	283000000	23	100	20120925_GF_CFUweights.xlsx
LINE-978-D1	DA01146	LINE	978	f	8/3/12	54	7.71	1	431	9/26/12	stool	283000000	240000000	240000000	24	104.3478261	20120925_GF_CFUweights.xlsx
LINE-978-D10	DA01146	LINE	978	f	8/3/12	63	9.00	10	431	10/5/12	stool	420000000	NA	NA	26	113.0434783	20120925_GF_CFUweights.xlsx
LINE-978-D2	DA01146	LINE	978	f	8/3/12	55	7.86	2	431	9/27/12	stool	240000000	210000000	210000000	24.5	106.5217391	20120925_GF_CFUweights.xlsx
LINE-978-D3	DA01146	LINE	978	f	8/3/12	56	8.00	3	431	9/28/12	stool	210000000	390000000	390000000	24.5	106.5217391	20120925_GF_CFUweights.xlsx
LINE-978-D4	DA01146	LINE	978	f	8/3/12	57	8.14	4	431	9/29/12	stool	390000000	195000000	195000000	24	104.3478261	20120925_GF_CFUweights.xlsx
LINE-978-D5	DA01146	LINE	978	f	8/3/12	58	8.29	5	431	9/30/12	stool	195000000	540000000	540000000	25.2	109.5652174	20120925_GF_CFUweights.xlsx
LINE-978-D6	DA01146	LINE	978	f	8/3/12	59	8.43	6	431	10/1/12	stool	540000000	283000000	283000000	24.9	108.2608696	20120925_GF_CFUweights.xlsx
LINE-978-D7	DA01146	LINE	978	f	8/3/12	60	8.57	7	431	10/2/12	stool	283000000	145000000	145000000	NA	NA	20120925_GF_CFUweights.xlsx
LINE-978-D8	DA01146	LINE	978	f	8/3/12	61	8.71	8	431	10/3/12	stool	145000000	390000000	390000000	25.5	110.8695652	20120925_GF_CFUweights.xlsx
LINE-978-D9	DA01146	LINE	978	f	8/3/12	62	8.86	9	431	10/4/12	stool	390000000	420000000	420000000	26.5	115.2173913	20120925_GF_CFUweights.xlsx
LINE-MNT-D0	DA01146	LINE	MNT	f	8/3/12	53	7.57	0	431	9/25/12	stool	0	155000000	155000000	17	100	20120925_GF_CFUweights.xlsx
LINE-MNT-D1	DA01146	LINE	MNT	f	8/3/12	54	7.71	1	431	9/26/12	stool	155000000	290000000	290000000	18.5	108.8235294	20120925_GF_CFUweights.xlsx
LINE-MNT-D10	DA01146	LINE	MNT	f	8/3/12	63	9.00	10	431	10/5/12	stool	570000000	NA	NA	18.3	107.6470588	20120925_GF_CFUweights.xlsx
LINE-MNT-D2	DA01146	LINE	MNT	f	8/3/12	55	7.86	2	431	9/27/12	stool	290000000	550000000	550000000	18.5	108.8235294	20120925_GF_CFUweights.xlsx
LINE-MNT-D3	DA01146	LINE	MNT	f	8/3/12	56	8.00	3	431	9/28/12	stool	550000000	460000000	460000000	17.5	102.9411765	20120925_GF_CFUweights.xlsx
LINE-MNT-D4	DA01146	LINE	MNT	f	8/3/12	57	8.14	4	431	9/29/12	stool	460000000	175000000	175000000	17.5	102.9411765	20120925_GF_CFUweights.xlsx
LINE-MNT-D5	DA01146	LINE	MNT	f	8/3/12	58	8.29	5	431	9/30/12	stool	175000000	448000000	448000000	19.7	115.8823529	20120925_GF_CFUweights.xlsx
LINE-MNT-D6	DA01146	LINE	MNT	f	8/3/12	59	8.43	6	431	10/1/12	stool	448000000	289000000	289000000	19.7	115.8823529	20120925_GF_CFUweights.xlsx
LINE-MNT-D7	DA01146	LINE	MNT	f	8/3/12	60	8.57	7	431	10/2/12	stool	289000000	126000000	126000000	NA	NA	20120925_GF_CFUweights.xlsx
LINE-MNT-D8	DA01146	LINE	MNT	f	8/3/12	61	8.71	8	431	10/3/12	stool	126000000	610000000	610000000	18.8	110.5882353	20120925_GF_CFUweights.xlsx
LINE-MNT-D9	DA01146	LINE	MNT	f	8/3/12	62	8.86	9	431	10/4/12	stool	610000000	570000000	570000000	18.8	110.5882353	20120925_GF_CFUweights.xlsx
LINE-NT-D0	DA01146	LINE	NT	f	8/3/12	53	7.57	0	431	9/25/12	stool	0	450000000	450000000	20.5	100	20120925_GF_CFUweights.xlsx
LINE-NT-D1	DA01146	LINE	NT	f	8/3/12	54	7.71	1	431	9/26/12	stool	450000000	260000000	260000000	22	107.3170732	20120925_GF_CFUweights.xlsx
LINE-NT-D10	DA01146	LINE	NT	f	8/3/12	63	9.00	10	431	10/5/12	stool	500000000	NA	NA	22.5	109.7560976	20120925_GF_CFUweights.xlsx
LINE-NT-D2	DA01146	LINE	NT	f	8/3/12	55	7.86	2	431	9/27/12	stool	260000000	370000000	370000000	21	102.4390244	20120925_GF_CFUweights.xlsx
LINE-NT-D3	DA01146	LINE	NT	f	8/3/12	56	8.00	3	431	9/28/12	stool	370000000	410000000	410000000	20.5	100	20120925_GF_CFUweights.xlsx
LINE-NT-D4	DA01146	LINE	NT	f	8/3/12	57	8.14	4	431	9/29/12	stool	410000000	165000000	165000000	21.5	104.8780488	20120925_GF_CFUweights.xlsx
LINE-NT-D5	DA01146	LINE	NT	f	8/3/12	58	8.29	5	431	9/30/12	stool	165000000	574000000	574000000	23	112.195122	20120925_GF_CFUweights.xlsx
LINE-NT-D6	DA01146	LINE	NT	f	8/3/12	59	8.43	6	431	10/1/12	stool	574000000	160000000	160000000	22.9	111.7073171	20120925_GF_CFUweights.xlsx
LINE-NT-D7	DA01146	LINE	NT	f	8/3/12	60	8.57	7	431	10/2/12	stool	160000000	328000000	328000000	NA	NA	20120925_GF_CFUweights.xlsx
LINE-NT-D8	DA01146	LINE	NT	f	8/3/12	61	8.71	8	431	10/3/12	stool	328000000	500000000	500000000	22.3	108.7804878	20120925_GF_CFUweights.xlsx
LINE-NT-D9	DA01146	LINE	NT	f	8/3/12	62	8.86	9	431	10/4/12	stool	500000000	500000000	500000000	22.7	110.7317073	20120925_GF_CFUweights.xlsx
MOUT-568-D0	DA10093	MOUT	568	f	7/16/12	71	10.14	0	431	9/25/12	stool	0	900000	900000	24.4	100	20120925_GF_CFUweights.xlsx
MOUT-568-D1	DA10093	MOUT	568	f	7/16/12	72	10.29	1	431	9/26/12	stool	900000	53000000	53000000	24.5	100.4098361	20120925_GF_CFUweights.xlsx
MOUT-568-D10	DA10093	MOUT	568	f	7/16/12	81	11.57	10	431	10/5/12	stool	227000000	NA	NA	21.5	88.1147541	20120925_GF_CFUweights.xlsx
MOUT-568-D2	DA10093	MOUT	568	f	7/16/12	73	10.43	2	431	9/27/12	stool	53000000	19800000	19800000	21.5	88.1147541	20120925_GF_CFUweights.xlsx
MOUT-568-D3	DA10093	MOUT	568	f	7/16/12	74	10.57	3	431	9/28/12	stool	19800000	24000000	24000000	19.5	79.91803279	20120925_GF_CFUweights.xlsx
MOUT-568-D4	DA10093	MOUT	568	f	7/16/12	75	10.71	4	431	9/29/12	stool	24000000	18000000	18000000	21.5	88.1147541	20120925_GF_CFUweights.xlsx
MOUT-568-D5	DA10093	MOUT	568	f	7/16/12	76	10.86	5	431	9/30/12	stool	18000000	35000000	35000000	21	86.06557377	20120925_GF_CFUweights.xlsx
MOUT-568-D6	DA10093	MOUT	568	f	7/16/12	77	11.00	6	431	10/1/12	stool	35000000	27000000	27000000	23.7	97.13114754	20120925_GF_CFUweights.xlsx
MOUT-568-D7	DA10093	MOUT	568	f	7/16/12	78	11.14	7	431	10/2/12	stool	27000000	50400000	50400000	NA	NA	20120925_GF_CFUweights.xlsx
MOUT-568-D8	DA10093	MOUT	568	f	7/16/12	79	11.29	8	431	10/3/12	stool	50400000	163000000	163000000	21.2	86.8852459	20120925_GF_CFUweights.xlsx
MOUT-568-D9	DA10093	MOUT	568	f	7/16/12	80	11.43	9	431	10/4/12	stool	163000000	227000000	227000000	21.1	86.47540984	20120925_GF_CFUweights.xlsx
MOUT-896-D0	DA10093	MOUT	896	f	7/16/12	71	10.14	0	431	9/25/12	stool	0	130000	130000	22	100	20120925_GF_CFUweights.xlsx
MOUT-896-D1	DA10093	MOUT	896	f	7/16/12	72	10.29	1	431	9/26/12	stool	130000	NA	NA	22	100	20120925_GF_CFUweights.xlsx
MOUT-896-D2	DA10093	MOUT	896	f	7/16/12	73	10.43	2	431	9/27/12	stool	NA	9100000	9100000	18.5	84.09090909	20120925_GF_CFUweights.xlsx
MOUT-896-D3	DA10093	MOUT	896	f	7/16/12	74	10.57	3	431	9/28/12	stool	9100000	NA	NA	17	77.27272727	20120925_GF_CFUweights.xlsx
MOUT-896-D4	DA10093	MOUT	896	f	7/16/12	75	10.71	4	431	9/29/12	stool	NA	50000000	50000000	19.1	86.81818182	20120925_GF_CFUweights.xlsx
MOUT-896-D5	DA10093	MOUT	896	f	7/16/12	76	10.86	5	431	9/30/12	stool	50000000	137000000	137000000	23	104.5454545	20120925_GF_CFUweights.xlsx
MOUT-896-D6	DA10093	MOUT	896	f	7/16/12	77	11.00	6	431	10/1/12	stool	137000000	32000000	32000000	26.5	120.4545455	20120925_GF_CFUweights.xlsx
MOUT-896-D7	DA10093	MOUT	896	f	7/16/12	78	11.14	7	431	10/2/12	stool	32000000	65000000	65000000	NA	NA	20120925_GF_CFUweights.xlsx
MOUT-896-D8	DA10093	MOUT	896	f	7/16/12	79	11.29	8	431	10/3/12	stool	65000000	170000000	170000000	25.3	115	20120925_GF_CFUweights.xlsx
MOUT-896-D9	DA10093	MOUT	896	f	7/16/12	80	11.43	9	431	10/4/12	stool	170000000	127000000	127000000	25	113.6363636	20120925_GF_CFUweights.xlsx
MOUT-986-D10	DA10093	MOUT	896	f	7/16/12	81	11.57	10	431	10/5/12	stool	127000000	NA	NA	25.7	116.8181818	20120925_GF_CFUweights.xlsx
N-525-D-11	AMS	N	525	f	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D-2	AMS	N	525	f	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D-5	AMS	N	525	f	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D-8	AMS	N	525	f	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D0	AMS	N	525	f	10/5/12	53	7.57	0	431	11/27/12	stool	0	91000	91000	19.5	100	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D1	AMS	N	525	f	10/5/12	54	7.71	1	431	11/28/12	stool	91000	1950000	1950000	16.7	85.64102564	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D10	AMS	N	525	f	10/5/12	63	9.00	10	431	12/7/12	stool	62000000	NA	NA	16	82.05128205	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D2	AMS	N	525	f	10/5/12	55	7.86	2	431	11/29/12	stool	1950000	17900000	17900000	16	82.05128205	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D3	AMS	N	525	f	10/5/12	56	8.00	3	431	11/30/12	stool	17900000	41000000	41000000	20.2	103.5897436	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D4	AMS	N	525	f	10/5/12	57	8.14	4	431	12/1/12	stool	41000000	17100000	17100000	19	97.43589744	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D5	AMS	N	525	f	10/5/12	58	8.29	5	431	12/2/12	stool	17100000	44000000	44000000	19.2	98.46153846	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D6	AMS	N	525	f	10/5/12	59	8.43	6	431	12/3/12	stool	44000000	NA	NA	16.4	84.1025641	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D7	AMS	N	525	f	10/5/12	60	8.57	7	431	12/4/12	stool	NA	NA	NA	19.5	100	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D8	AMS	N	525	f	10/5/12	61	8.71	8	431	12/5/12	stool	NA	29000000	29000000	16.6	85.12820513	20121127_GFstorageMedia_CFUweights.xlsx
N-525-D9	AMS	N	525	f	10/5/12	62	8.86	9	431	12/6/12	stool	29000000	62000000	62000000	16.4	84.1025641	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D-11	AMS	N	534	f	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D-2	AMS	N	534	f	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D-5	AMS	N	534	f	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D-8	AMS	N	534	f	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D0	AMS	N	534	f	10/5/12	53	7.57	0	431	11/27/12	stool	0	128000	128000	19.7	100	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D1	AMS	N	534	f	10/5/12	54	7.71	1	431	11/28/12	stool	128000	3300000	3300000	18.1	91.87817259	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D10	AMS	N	534	f	10/5/12	63	9.00	10	431	12/7/12	stool	50000000	NA	NA	17.5	88.83248731	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D2	AMS	N	534	f	10/5/12	55	7.86	2	431	11/29/12	stool	3300000	9300000	9300000	17	86.29441624	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D3	AMS	N	534	f	10/5/12	56	8.00	3	431	11/30/12	stool	9300000	51000000	51000000	20.4	103.5532995	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D4	AMS	N	534	f	10/5/12	57	8.14	4	431	12/1/12	stool	51000000	27500000	27500000	19.8	100.5076142	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D5	AMS	N	534	f	10/5/12	58	8.29	5	431	12/2/12	stool	27500000	16000000	16000000	20.4	103.5532995	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D6	AMS	N	534	f	10/5/12	59	8.43	6	431	12/3/12	stool	16000000	23000000	23000000	16.9	85.78680203	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D7	AMS	N	534	f	10/5/12	60	8.57	7	431	12/4/12	stool	23000000	27000000	27000000	20.7	105.0761421	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D8	AMS	N	534	f	10/5/12	61	8.71	8	431	12/5/12	stool	27000000	35000000	35000000	17.5	88.83248731	20121127_GFstorageMedia_CFUweights.xlsx
N-534-D9	AMS	N	534	f	10/5/12	62	8.86	9	431	12/6/12	stool	35000000	50000000	50000000	17.5	88.83248731	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D-11	AMS	N	535	f	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D-2	AMS	N	535	f	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D-5	AMS	N	535	f	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D-8	AMS	N	535	f	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D0	AMS	N	535	f	10/5/12	53	7.57	0	431	11/27/12	stool	0	NA	NA	20	100	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D1	AMS	N	535	f	10/5/12	54	7.71	1	431	11/28/12	stool	NA	970000	970000	17	85	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D10	AMS	N	535	f	10/5/12	63	9.00	10	431	12/7/12	stool	40000000	NA	NA	17	85	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D2	AMS	N	535	f	10/5/12	55	7.86	2	431	11/29/12	stool	970000	14000000	14000000	16.5	82.5	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D3	AMS	N	535	f	10/5/12	56	8.00	3	431	11/30/12	stool	14000000	NA	NA	18.9	94.5	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D4	AMS	N	535	f	10/5/12	57	8.14	4	431	12/1/12	stool	NA	19700000	19700000	17	85	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D5	AMS	N	535	f	10/5/12	58	8.29	5	431	12/2/12	stool	19700000	24000000	24000000	18.3	91.5	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D6	AMS	N	535	f	10/5/12	59	8.43	6	431	12/3/12	stool	24000000	38000000	38000000	18.8	94	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D7	AMS	N	535	f	10/5/12	60	8.57	7	431	12/4/12	stool	38000000	52000000	52000000	18	90	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D8	AMS	N	535	f	10/5/12	61	8.71	8	431	12/5/12	stool	52000000	29000000	29000000	16.5	82.5	20121127_GFstorageMedia_CFUweights.xlsx
N-535-D9	AMS	N	535	f	10/5/12	62	8.86	9	431	12/6/12	stool	29000000	40000000	40000000	16.3	81.5	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D-11	AMS	N	540	f	10/5/12	42	6.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D-2	AMS	N	540	f	10/5/12	51	7.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D-5	AMS	N	540	f	10/5/12	48	6.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D-8	AMS	N	540	f	10/5/12	45	6.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D0	AMS	N	540	f	10/5/12	53	7.57	0	431	11/27/12	stool	0	40000	40000	21.3	100	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D1	AMS	N	540	f	10/5/12	54	7.71	1	431	11/28/12	stool	40000	1580000	1580000	19	89.20187793	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D10	AMS	N	540	f	10/5/12	63	9.00	10	431	12/7/12	stool	93000000	NA	NA	19.5	91.54929577	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D2	AMS	N	540	f	10/5/12	55	7.86	2	431	11/29/12	stool	1580000	8500000	8500000	21.5	100.9389671	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D3	AMS	N	540	f	10/5/12	56	8.00	3	431	11/30/12	stool	8500000	58000000	58000000	21.8	102.3474178	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D4	AMS	N	540	f	10/5/12	57	8.14	4	431	12/1/12	stool	58000000	7000000	7000000	21.3	100	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D5	AMS	N	540	f	10/5/12	58	8.29	5	431	12/2/12	stool	7000000	61000000	61000000	21.3	100	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D6	AMS	N	540	f	10/5/12	59	8.43	6	431	12/3/12	stool	61000000	23000000	23000000	18.5	86.85446009	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D7	AMS	N	540	f	10/5/12	60	8.57	7	431	12/4/12	stool	23000000	14600000	14600000	22.9	107.5117371	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D8	AMS	N	540	f	10/5/12	61	8.71	8	431	12/5/12	stool	14600000	39000000	39000000	18.5	86.85446009	20121127_GFstorageMedia_CFUweights.xlsx
N-540-D9	AMS	N	540	f	10/5/12	62	8.86	9	431	12/6/12	stool	39000000	93000000	93000000	18.8	88.2629108	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D-11	AMS	NC	559	m	9/28/12	49	7.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D-2	AMS	NC	559	m	9/28/12	58	8.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D-5	AMS	NC	559	m	9/28/12	55	7.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
